text,sentiment
dang is disappoint,negative
yep,neutral
how much longer nkotb block parti love i need go bed wonder time lol thank,positive
thank my mom seed larger alreadi crack plant i hope avalina dud,negative
anyon want buy anthropomorph planter http tinyurl com sru onli avail till st,neutral
it beauti day outsid today shame i stuck offic blind shut stop glare,neutral
woke sun and start rain,neutral
creativ vado stock walmart com miss thank tweet,neutral
hate weather,negative
cultur tour loiusa famili kangaroo sight see cemetari love,positive
flap taco nice pleb came,negative
oh yippe lyn z way get celebr mother day first time mother,positive
chillaxin busi bankholiday hope everbodi gd wkend holiday day,positive
havin much better day today finish last twilight book yesterday class start next week get yall,positive
new motorcycl pop cabl alreadi wow ride hard,positive
check flyer design notari retrograd http rachellovespeac blogspot com let know think,neutral
thank welcom back,positive
want experi snow snow suck,negative
sore head,negative
offic tri solv mysteri whose blood bathroom toilet eewwwww,neutral
awwww i love hi car soooo cute tonight i love carl my yr old sad lol,neutral
bryan repli wingnut,neutral
watch southpark anoth minut,neutral
thank ami that video awesom did see tmh he amaz bounci bounci bounci,positive
lmao ha no i simpli want go ny,positive
bore cant go habbo stupid ban,negative
tri shoe new look,neutral
earli wanna go back sleeep,neutral
i think i sister refusn get ticket next week,negative
oh wow hope ok u take vet,neutral
he die wait magic jack i read,neutral
woken,neutral
hahaha oh man pleas come pomona would love see everyday instead like year,positive
jon made one greatest dinner ever roast pork tenderloin bed wild rice bed mix green yummi sauc no wine,positive
nooooo rain leav beach,negative
shower class more class take care ladi friend write like tomorrow,positive
rockstar photograph shoot went great tonight a littl differ usual stuff nice,positive
great pic you tri start sell race photo runner,positive
goodmorn twitter oh gosh woke soooo nice lol oh hai thar twittervers happi mothersday everybodi especi mine,positive
dulay swear took hour get bel air alabang ye love reminisc hk trip,positive
hubbi went pick fring comic today store work that store busi no comix houston have web,neutral
the world amaz,positive
idea im complet lost,negative
gadgetopia need dm follow will send email,neutral
awww he cute wish could gone,positive
got cabl set win got lock put door win feel tad neglect fail,neutral
i think may look littl silli also camera broken photo,negative
great talk grace awesom god work somehow start remot control work,positive
day beast,negative
i listen,neutral
oh u hit he famili emerg lil delay just wait see,neutral
sit home noth gonna like weekend,neutral
oh nevermind i think thi thing is unsalvag,negative
flew brisban lax today great flight love light shame one drink limit though,neutral
i think go sleep consid hav b hr,neutral
if i told often i wash hair would never speak,neutral
i spent hour look blog topic end invent grrrr http bit ly qrz,negative
seem disappear life,negative
happi mother s day mom everi mom everywher off stroll beach later hope,positive
ohhh wanna go gahhh dunnooooooo s confuzzzledd,neutral
kittykat hello new follow haha ya,positive
haha best thing offic birthday hey,positive
i never knew i could miss phone much hour till told i back till,negative
lay aww well i randomli woke i sleep too mani thing mind,negative
that it done alreadi thi one proof noth fair world http bit ly uemq,negative
i go see long i,neutral
you better come time i count els bam,positive
prd take long time review,neutral
u know kid do say well realli,positive
ugh i wanna play dnd know go fail final i need studi,negative
hi thx follow i teach chines lesson youtub pl feel free look www youtub com chineselearn,positive
sad say i fat tear,negative
thank i might take offer,neutral
i tri find driver microsoft lifecam vx webcam find anywher anyon link,negative
final get lay bit major headach,negative
ye go see star trek it sooooo much fun,positive
mitchel idea much i want call cost load call england,neutral
stupid accident gave honey atom flavor buffalo wing stomach feel aw im sorri babi,negative
relax thank hope get put feet tomorrow enjoy day,positive
yessir right,positive
night,neutral
write music lit final paper mozart ein klein nashtmusik mom give hand i actual great time,positive
got crush issu tomorrow friend go india whole summer im back sad,negative
too warm,neutral
ada acara menarik lain key vip di channel v ttg straight yg dikasih task approach stranger crowd hmm,neutral
well hit see depend,neutral
aww thanx andi,positive
some goodi bag car boot includ cute cross stitch bird craft room the man sell sweeti,positive
finish iron cloth church gonna walk dog grab shower shave jottonia look good,positive
shower time,neutral
coooooooool dooooooooown patienc is virtu,positive
gotta drop car part buddi press dentist http yfrog com v j,neutral
cant call im work,neutral
go courthous pay tag tax car gonna expens,negative
so tire readi bed realli mood salt pepper chicken wing noodl money chines,negative
the usual two famili parti today happi birthday lili http twitpic com w,positive
i final and yay serious made day oh fellow hell ruler,neutral
goodnight magic and pretti world,positive
doesnt hangov get readi good ol english fri,neutral
wait put stori stereo skylin don know put boooo,neutral
work,neutral
just starbuck farrah,neutral
ginniejean lot mojo place ye,neutral
third date went well move fourth,neutral
mad tire but hol i miss chomp chomp terribl,negative
final start assign,neutral
good morn readi start week,positive
i read good thing bout just feelin tonight proli finish tomorrow star trek,positive
so glad i final done final,positive
watch that thing you do comcast miss boo like crrrrrazi,negative
it rain almost perfect day cloth wet,negative
yeah went day im tri get back novemb mom super soak star weekend,neutral
i miss u guy i prob b bk til august sumtim but i come bk anytim b ill sure let u kno,positive
okay make sure alright kk cuidalo let know got friend us aha,neutral
it i round way i ahv copi public contact person contact first big deal,neutral
tri figur,neutral
bob i updat i leav vet test xray,neutral
went see hannah montana movi saturday love still cant work twitter though,neutral
lol done one b victim lol,negative
would slip fall dirti school bathroom floor fml,negative
just got confirm pizza time ex co worker friday look forward,positive
well paisley one cone thing around head so funni i feel bad,neutral
ugggh idk wanna stop get text twitterr ils,negative
wait novemb jobro concert in examin,positive
done it alway end sell machin go back mac,neutral
just came back watch termin salvat cathay it much action i feel sorri marcu though,negative
sit thru bore bit titan wait good bit start coupl hour,neutral
http twitpic com jken fire urban rock challeng,neutral
i believ i thought i morn shift today told alex i could take airport hi flight shift,negative
my poor heather didnt make cheerlead squad im sorri babygirl mayb next year,negative
well,neutral
e crazzyyyy but summer cuz ci close rd,neutral
ju love doin night shift done hour,positive
morn tweepl way earli,neutral
i reupload thing,negative
you know updat realli amus how prop auction how much baseship bed go,positive
love fact day school left,positive
oh i hope bad,positive
awesom headin nite grad dinner c u boi hehe,positive
beeri yeah littl rough morn tonight tomorrow night goe plan calor intak chart,negative
aww congrat famili send picci email,positive
uber bore atm out blue shower watch hous numb rs vid csi csi ny bone doubl yay,positive
,neutral
strongli agre jason wolverin hugh jackman sorri no kid mous,neutral
okay bbi,neutral
okay okay sleep realz goodnight wave follow,positive
omg mom call im late he gone,negative
just lost internet signal life go,negative
sorri get chanc chat screengrab caught glimps across room drag home prematur,negative
buckley good mate sadli i couldnt get piss tonight drive bad time,positive
bit tongu blood everywher,negative
pull walmart aunt got went i fell asleep hour later r lol,neutral
search home thing cook dinner even it mother day guess im eat,neutral
cute fun watch,positive
woke fell back sleep woke back sleep woke i stay awak morn,neutral
great weekend even though site move plenti thing learn keep faith look futur,positive
know realli hurt arm guess booz ask believ,negative
not go danc recit feel like piec cuz cost much money,negative
